db,deg_wav,mos
TENCENT_WITH_TRAIN,withReverberationTrainDev/0413.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0414.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0416.wav,1.85
TENCENT_WITH_TRAIN,withReverberationTrainDev/0417.wav,1.81
TENCENT_WITH_TRAIN,withReverberationTrainDev/0424.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0452.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0453.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0454.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0455.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0456.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0457.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0458.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0459.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0460.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0461.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0462.wav,1.46
TENCENT_WITH_TRAIN,withReverberationTrainDev/0464.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0466.wav,1.54
TENCENT_WITH_TRAIN,withReverberationTrainDev/0467.wav,1.88
TENCENT_WITH_TRAIN,withReverberationTrainDev/0468.wav,1.54
TENCENT_WITH_TRAIN,withReverberationTrainDev/0469.wav,1.88
TENCENT_WITH_TRAIN,withReverberationTrainDev/0473.wav,1.77
TENCENT_WITH_TRAIN,withReverberationTrainDev/0477.wav,1.85
TENCENT_WITH_TRAIN,withReverberationTrainDev/0478.wav,1.58
TENCENT_WITH_TRAIN,withReverberationTrainDev/0479.wav,1.85
TENCENT_WITH_TRAIN,withReverberationTrainDev/0500.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0501.wav,1.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0503.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0505.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0506.wav,1.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0507.wav,1.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0508.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0509.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0510.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0511.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0513.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0514.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0520.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0521.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0523.wav,1.84
TENCENT_WITH_TRAIN,withReverberationTrainDev/0524.wav,1.56
TENCENT_WITH_TRAIN,withReverberationTrainDev/0525.wav,1.8
TENCENT_WITH_TRAIN,withReverberationTrainDev/0528.wav,1.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0551.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0552.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0554.wav,1.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0555.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0556.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0557.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0558.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0559.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0561.wav,1.28
TENCENT_WITH_TRAIN,withReverberationTrainDev/0563.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0564.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0566.wav,1.88
TENCENT_WITH_TRAIN,withReverberationTrainDev/0567.wav,1.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0572.wav,1.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0576.wav,1.96
TENCENT_WITH_TRAIN,withReverberationTrainDev/0579.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0600.wav,1.28
TENCENT_WITH_TRAIN,withReverberationTrainDev/0601.wav,1.48
TENCENT_WITH_TRAIN,withReverberationTrainDev/0603.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0604.wav,1.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0606.wav,1.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0607.wav,1.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0608.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0609.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0610.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0611.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0612.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0613.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0614.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0618.wav,1.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0619.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0624.wav,1.88
TENCENT_WITH_TRAIN,withReverberationTrainDev/0625.wav,1.84
TENCENT_WITH_TRAIN,withReverberationTrainDev/0626.wav,1.84
TENCENT_WITH_TRAIN,withReverberationTrainDev/0627.wav,1.4
TENCENT_WITH_TRAIN,withReverberationTrainDev/0628.wav,1.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0650.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0651.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0652.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0653.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0654.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0655.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0657.wav,1.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0658.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0659.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0660.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0664.wav,1.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0666.wav,1.72
TENCENT_WITH_TRAIN,withReverberationTrainDev/0667.wav,1.8
TENCENT_WITH_TRAIN,withReverberationTrainDev/0677.wav,1.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0678.wav,1.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0679.wav,1.72
TENCENT_WITH_TRAIN,withReverberationTrainDev/0701.wav,1.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0702.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0704.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0705.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0706.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0708.wav,1.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0710.wav,1.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0711.wav,1.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0712.wav,1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0713.wav,1.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0714.wav,1.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0716.wav,1.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0717.wav,1.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0718.wav,1.8
TENCENT_WITH_TRAIN,withReverberationTrainDev/0719.wav,1.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0720.wav,1.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0721.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0723.wav,1.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0724.wav,1.76
TENCENT_WITH_TRAIN,withReverberationTrainDev/0725.wav,2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0727.wav,1.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0728.wav,1.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0019.wav,2.85
TENCENT_WITH_TRAIN,withReverberationTrainDev/0024.wav,2.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0025.wav,2.78
TENCENT_WITH_TRAIN,withReverberationTrainDev/0029.wav,2.65
TENCENT_WITH_TRAIN,withReverberationTrainDev/0066.wav,2.74
TENCENT_WITH_TRAIN,withReverberationTrainDev/0068.wav,2.75
TENCENT_WITH_TRAIN,withReverberationTrainDev/0070.wav,2.09
TENCENT_WITH_TRAIN,withReverberationTrainDev/0071.wav,2.65
TENCENT_WITH_TRAIN,withReverberationTrainDev/0072.wav,2.93
TENCENT_WITH_TRAIN,withReverberationTrainDev/0075.wav,2.71
TENCENT_WITH_TRAIN,withReverberationTrainDev/0076.wav,2.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0077.wav,2.21
TENCENT_WITH_TRAIN,withReverberationTrainDev/0078.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0087.wav,2.98
TENCENT_WITH_TRAIN,withReverberationTrainDev/0115.wav,2.01
TENCENT_WITH_TRAIN,withReverberationTrainDev/0116.wav,2.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0117.wav,2.86
TENCENT_WITH_TRAIN,withReverberationTrainDev/0118.wav,2.94
TENCENT_WITH_TRAIN,withReverberationTrainDev/0119.wav,2.68
TENCENT_WITH_TRAIN,withReverberationTrainDev/0121.wav,2.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0122.wav,2.95
TENCENT_WITH_TRAIN,withReverberationTrainDev/0123.wav,2.64
TENCENT_WITH_TRAIN,withReverberationTrainDev/0124.wav,2.1
TENCENT_WITH_TRAIN,withReverberationTrainDev/0126.wav,2.66
TENCENT_WITH_TRAIN,withReverberationTrainDev/0127.wav,2.81
TENCENT_WITH_TRAIN,withReverberationTrainDev/0128.wav,2.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0131.wav,2.69
TENCENT_WITH_TRAIN,withReverberationTrainDev/0167.wav,2.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0168.wav,2.91
TENCENT_WITH_TRAIN,withReverberationTrainDev/0169.wav,2.78
TENCENT_WITH_TRAIN,withReverberationTrainDev/0170.wav,2.73
TENCENT_WITH_TRAIN,withReverberationTrainDev/0172.wav,2.9
TENCENT_WITH_TRAIN,withReverberationTrainDev/0173.wav,2.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0174.wav,2.37
TENCENT_WITH_TRAIN,withReverberationTrainDev/0175.wav,2.76
TENCENT_WITH_TRAIN,withReverberationTrainDev/0185.wav,2.87
TENCENT_WITH_TRAIN,withReverberationTrainDev/0215.wav,2.64
TENCENT_WITH_TRAIN,withReverberationTrainDev/0219.wav,3
TENCENT_WITH_TRAIN,withReverberationTrainDev/0221.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0223.wav,2.72
TENCENT_WITH_TRAIN,withReverberationTrainDev/0227.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0229.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0266.wav,2.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0267.wav,3
TENCENT_WITH_TRAIN,withReverberationTrainDev/0268.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0273.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0274.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0278.wav,2.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0279.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0283.wav,2.96
TENCENT_WITH_TRAIN,withReverberationTrainDev/0315.wav,2.32
TENCENT_WITH_TRAIN,withReverberationTrainDev/0317.wav,2.28
TENCENT_WITH_TRAIN,withReverberationTrainDev/0318.wav,2.32
TENCENT_WITH_TRAIN,withReverberationTrainDev/0319.wav,2.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0320.wav,2.56
TENCENT_WITH_TRAIN,withReverberationTrainDev/0323.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0324.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0325.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0326.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0327.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0365.wav,2.32
TENCENT_WITH_TRAIN,withReverberationTrainDev/0367.wav,2.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0368.wav,2.48
TENCENT_WITH_TRAIN,withReverberationTrainDev/0369.wav,2.4
TENCENT_WITH_TRAIN,withReverberationTrainDev/0370.wav,2.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0372.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0373.wav,2.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0374.wav,2.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0376.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0377.wav,2.56
TENCENT_WITH_TRAIN,withReverberationTrainDev/0378.wav,2.28
TENCENT_WITH_TRAIN,withReverberationTrainDev/0379.wav,2.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0382.wav,2.84
TENCENT_WITH_TRAIN,withReverberationTrainDev/0385.wav,2.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0415.wav,2.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0418.wav,2.3
TENCENT_WITH_TRAIN,withReverberationTrainDev/0419.wav,2.3
TENCENT_WITH_TRAIN,withReverberationTrainDev/0420.wav,2.22
TENCENT_WITH_TRAIN,withReverberationTrainDev/0422.wav,2.15
TENCENT_WITH_TRAIN,withReverberationTrainDev/0423.wav,2.11
TENCENT_WITH_TRAIN,withReverberationTrainDev/0425.wav,2.11
TENCENT_WITH_TRAIN,withReverberationTrainDev/0427.wav,2.67
TENCENT_WITH_TRAIN,withReverberationTrainDev/0428.wav,2.7
TENCENT_WITH_TRAIN,withReverberationTrainDev/0465.wav,2.54
TENCENT_WITH_TRAIN,withReverberationTrainDev/0476.wav,2.58
TENCENT_WITH_TRAIN,withReverberationTrainDev/0516.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0517.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0529.wav,2.4
TENCENT_WITH_TRAIN,withReverberationTrainDev/0531.wav,3
TENCENT_WITH_TRAIN,withReverberationTrainDev/0534.wav,2.76
TENCENT_WITH_TRAIN,withReverberationTrainDev/0539.wav,2.84
TENCENT_WITH_TRAIN,withReverberationTrainDev/0565.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0569.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0570.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0571.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0573.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0574.wav,2.4
TENCENT_WITH_TRAIN,withReverberationTrainDev/0575.wav,2.48
TENCENT_WITH_TRAIN,withReverberationTrainDev/0577.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0578.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0587.wav,3
TENCENT_WITH_TRAIN,withReverberationTrainDev/0588.wav,2.96
TENCENT_WITH_TRAIN,withReverberationTrainDev/0605.wav,2.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0615.wav,2.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0616.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0620.wav,2.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0621.wav,2.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0623.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0638.wav,2.96
TENCENT_WITH_TRAIN,withReverberationTrainDev/0669.wav,2.48
TENCENT_WITH_TRAIN,withReverberationTrainDev/0670.wav,2.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0671.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0673.wav,2.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0674.wav,2.8
TENCENT_WITH_TRAIN,withReverberationTrainDev/0675.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0676.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0715.wav,2.04
TENCENT_WITH_TRAIN,withReverberationTrainDev/0766.wav,2.48
TENCENT_WITH_TRAIN,withReverberationTrainDev/0767.wav,2.48
TENCENT_WITH_TRAIN,withReverberationTrainDev/0768.wav,2.64
TENCENT_WITH_TRAIN,withReverberationTrainDev/0770.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/0775.wav,2.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0777.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0778.wav,2.28
TENCENT_WITH_TRAIN,withReverberationTrainDev/0779.wav,2.24
TENCENT_WITH_TRAIN,withReverberationTrainDev/0787.wav,2.96
TENCENT_WITH_TRAIN,withReverberationTrainDev/0815.wav,2.56
TENCENT_WITH_TRAIN,withReverberationTrainDev/0816.wav,2.28
TENCENT_WITH_TRAIN,withReverberationTrainDev/0819.wav,2.36
TENCENT_WITH_TRAIN,withReverberationTrainDev/0820.wav,2.44
TENCENT_WITH_TRAIN,withReverberationTrainDev/0821.wav,2.32
TENCENT_WITH_TRAIN,withReverberationTrainDev/0823.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0824.wav,2.4
TENCENT_WITH_TRAIN,withReverberationTrainDev/0825.wav,2.52
TENCENT_WITH_TRAIN,withReverberationTrainDev/0828.wav,2.8
TENCENT_WITH_TRAIN,withReverberationTrainDev/0835.wav,2.92
TENCENT_WITH_TRAIN,withReverberationTrainDev/0860.wav,2.56
TENCENT_WITH_TRAIN,withReverberationTrainDev/0865.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0866.wav,2.64
TENCENT_WITH_TRAIN,withReverberationTrainDev/0883.wav,2.6
TENCENT_WITH_TRAIN,withReverberationTrainDev/0928.wav,2.08
TENCENT_WITH_TRAIN,withReverberationTrainDev/0967.wav,2.56
TENCENT_WITH_TRAIN,withReverberationTrainDev/0968.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/0974.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/0979.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/1025.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/1026.wav,2.32
TENCENT_WITH_TRAIN,withReverberationTrainDev/1027.wav,2.16
TENCENT_WITH_TRAIN,withReverberationTrainDev/1028.wav,2.2
TENCENT_WITH_TRAIN,withReverberationTrainDev/1029.wav,2.12
TENCENT_WITH_TRAIN,withReverberationTrainDev/1033.wav,2.8
TENCENT_WITH_TRAIN,withReverberationTrainDev/1037.wav,2.84
TENCENT_WITH_TRAIN,withReverberationTrainDev/1038.wav,2.72
