db,deg_wav,mos
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00062.wav,2.291666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00063.wav,3.208333333
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00064.wav,1.791666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00066.wav,3.25
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00067.wav,3.375
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00069.wav,3.541666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00070.wav,2.916666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00072.wav,3.625
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00073.wav,3.125
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00075.wav,4.083333333
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00076.wav,3.916666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00077.wav,3.916666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00078.wav,4.625
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00080.wav,3.916666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00082.wav,4.25
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00083.wav,4.125
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00085.wav,4.875
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00086.wav,3.916666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00087.wav,4.125
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00088.wav,3.958333333
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00089.wav,3.791666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00090.wav,3.833333333
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00091.wav,4.208333333
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00092.wav,4.416666667
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00093.wav,4.75
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00097.wav,4.875
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00098.wav,4.125
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00099.wav,3.708333333
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00100.wav,2.653846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00101.wav,3.653846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00102.wav,1.346153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00103.wav,2.115384615
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00105.wav,2.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00107.wav,1.307692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00110.wav,3.692307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00111.wav,3.115384615
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00112.wav,2.769230769
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00113.wav,2.230769231
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00114.wav,3.153846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00115.wav,2.846153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00116.wav,1.384615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00117.wav,2.269230769
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00118.wav,2.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00119.wav,3.576923077
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00120.wav,3.346153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00121.wav,3.230769231
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00122.wav,3.884615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00123.wav,3.346153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00124.wav,2.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00125.wav,3.307692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00126.wav,3.692307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00128.wav,3.307692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00129.wav,4.384615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00130.wav,3.576923077
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00131.wav,3.615384615
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00132.wav,4.384615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00133.wav,3.961538462
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00135.wav,3.115384615
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00137.wav,4.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00139.wav,3.807692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00140.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00144.wav,3.846153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00147.wav,4.153846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00149.wav,3.5
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00150.wav,1.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00152.wav,2.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00153.wav,1.32
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00154.wav,1.56
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00155.wav,2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00156.wav,2.52
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00158.wav,2.92
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00159.wav,1.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00160.wav,3.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00162.wav,4.28
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00163.wav,2.92
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00164.wav,3.8
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00165.wav,3.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00166.wav,2.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00167.wav,3.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00168.wav,2.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00170.wav,3.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00172.wav,3.32
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00173.wav,3.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00174.wav,3.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00175.wav,4.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00176.wav,4.52
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00177.wav,4.68
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00179.wav,3.32
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00181.wav,3.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00182.wav,3.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00184.wav,4.96
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00185.wav,4.8
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00186.wav,4.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00187.wav,4.6
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00188.wav,4.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00189.wav,4.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00190.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00191.wav,4.8
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00192.wav,4.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00193.wav,4.48
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00194.wav,3.6
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00195.wav,4.52
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00197.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00198.wav,3.36
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00200.wav,2.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00201.wav,2.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00202.wav,1.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00203.wav,1.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00204.wav,1.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00205.wav,1.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00206.wav,2.56
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00207.wav,2.36
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00208.wav,1.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00209.wav,1.96
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00210.wav,2.92
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00211.wav,2.56
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00212.wav,3.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00214.wav,3.64
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00215.wav,2.68
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00216.wav,2.44
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00217.wav,2.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00218.wav,3.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00219.wav,2.48
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00220.wav,3.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00221.wav,3.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00222.wav,3.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00225.wav,3.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00227.wav,3.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00228.wav,2.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00229.wav,4.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00230.wav,4.36
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00231.wav,4.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00232.wav,4.56
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00233.wav,3.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00234.wav,3.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00235.wav,2.64
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00236.wav,3.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00237.wav,4.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00238.wav,4.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00239.wav,3.8
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00240.wav,4.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00241.wav,4.28
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00242.wav,3.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00243.wav,4.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00244.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00245.wav,4.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00247.wav,4.64
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00248.wav,3.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00249.wav,4.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00250.wav,1.538461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00251.wav,1.192307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00252.wav,2.192307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00254.wav,2.269230769
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00256.wav,2.653846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00257.wav,2.153846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00258.wav,3.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00260.wav,2.692307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00261.wav,1.846153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00263.wav,2.923076923
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00264.wav,3.192307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00265.wav,3.692307692
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00266.wav,1.884615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00267.wav,2.423076923
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00268.wav,3.384615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00269.wav,2.961538462
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00270.wav,4.653846154
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00273.wav,2.807692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00274.wav,2.846153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00276.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00278.wav,3.615384615
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00279.wav,4.5
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00281.wav,3.076923077
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00282.wav,3.730769231
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00285.wav,4.923076923
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00286.wav,4.115384615
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00287.wav,4.730769231
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00288.wav,4.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00289.wav,4.538461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00290.wav,4.038461538
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00292.wav,4.307692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00293.wav,4.846153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00294.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00295.wav,4.846153846
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00296.wav,4.807692308
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00297.wav,3.769230769
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00298.wav,4.384615385
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00299.wav,4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00300.wav,1.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00301.wav,1.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00304.wav,2.56
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00305.wav,1.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00307.wav,1.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00308.wav,1.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00309.wav,1.28
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00310.wav,3.96
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00311.wav,3.56
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00313.wav,2.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00314.wav,1.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00315.wav,2.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00316.wav,2.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00317.wav,4.32
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00318.wav,3.68
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00319.wav,3.68
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00321.wav,3.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00323.wav,4.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00324.wav,3.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00325.wav,4.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00326.wav,2.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00328.wav,3.68
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00329.wav,2.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00330.wav,4.28
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00331.wav,3.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00332.wav,3.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00333.wav,4.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00334.wav,4.28
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00335.wav,3.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00336.wav,3.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00337.wav,4.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00339.wav,3.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00340.wav,4.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00343.wav,4.64
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00344.wav,3.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00346.wav,4.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00347.wav,4.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00348.wav,3.8
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00349.wav,4.68
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00351.wav,2.96
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00352.wav,1.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00353.wav,1.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00354.wav,1.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00355.wav,1.6
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00356.wav,1
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00357.wav,2.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00359.wav,3
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00360.wav,3.24
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00361.wav,2.92
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00363.wav,3.72
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00365.wav,3.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00371.wav,3.96
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00372.wav,2.8
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00373.wav,3.28
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00374.wav,3.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00375.wav,4.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00376.wav,3.44
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00377.wav,3
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00380.wav,4.2
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00381.wav,3.96
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00382.wav,3.92
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00383.wav,3.08
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00384.wav,3.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00385.wav,3.48
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00386.wav,4.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00387.wav,3.44
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00388.wav,3.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00390.wav,4.92
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00391.wav,3.4
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00392.wav,3.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00393.wav,4.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00394.wav,4.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00395.wav,4.04
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00396.wav,4.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00397.wav,4.16
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00398.wav,4.84
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00399.wav,4.88
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00400.wav,1.76
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00401.wav,2.32
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00402.wav,1.12
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00403.wav,2.6
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00404.wav,2.52
TENCENT_WITHOUT_TRAIN,./withoutReverberationTrainDev/00406.wav,2.72
